InitializeWeights:  w_a = 0.995 w_b = 0.99999

 iterations              T          dS/S            meanE              sdE         (e)meanE           (e)sdE   acc    alpha
    4440000     437.796627  3.143328e-06     15604.515152       506.091262     15365.320737      1065.779191  0.43  0.22671
    4450000     436.445435  3.088590e-06     15946.113867      2467.935594     15388.450019      1062.270611  0.47  0.22559
    4460000     435.103386  3.145871e-06     15031.373659       739.262584     15580.482943      1058.984563  0.37  0.22109
    4470000     433.755364  3.095786e-06     14795.154640      1245.542006     15353.734538      1054.220412  0.53  0.21672
    4480000     432.411106  3.111755e-06     16211.718200       980.309164     15556.299785      1051.276944  0.40  0.22500
    4490000     431.079164  3.028487e-06     18070.800897      3225.998597     15166.076778      1049.989801  0.52  0.21879
    4500000     429.768970  2.873380e-06     17066.813563      2064.168680     15075.874530      1049.391218  0.52  0.21879
    4510000     428.467892  3.069447e-06     17001.993765      3043.216750     15941.470815      1048.255081  0.45  0.22664
    4520000     427.179515  3.001463e-06     13054.147167      1207.478203     14142.672881      1047.214670  0.41  0.22582
    4530000     425.891508  3.075381e-06     14870.466482      2036.614404     14097.513194      1043.624635  0.49  0.22358
    4540000     424.602727  3.018581e-06     16764.013240      1944.071290     14986.792231      1041.367030  0.44  0.22680
    4550000     423.329422  3.001407e-06     15115.938843      1155.252829     14646.341772      1040.196212  0.32  0.20971
    4560000     422.058656  3.040058e-06     15634.568380      1625.286510     14252.922686      1035.871539  0.51  0.22062
    4570000     420.807510  3.000114e-06     13711.706596       624.662333     13733.972337      1033.455661  0.50  0.22222
    4580000     419.550324  3.044284e-06     16346.086554      1720.934870     15166.052493      1031.568609  0.32  0.20971
    4590000     418.296468  3.032758e-06     15357.912146      1291.523941     15950.606657      1027.893530  0.47  0.22559
    4600000     417.042871  3.005482e-06     14696.424275      1407.012493     15536.723696      1025.748748  0.51  0.22062
    4610000     415.798196  3.036341e-06     14149.953473      1143.009238     14885.113822      1023.439832  0.44  0.22680
    4620000     414.567330  3.006313e-06     15483.378550      1708.855281     15242.676553      1021.280407  0.42  0.22639
    4630000     413.333548  3.030417e-06     15773.720358       628.093450     15306.824679      1017.989196  0.45  0.22664
    4640000     412.118748  3.008083e-06     14520.469916       494.508956     14770.931109      1016.618579  0.34  0.21499
    4650000     410.899748  2.744446e-06     15708.895004      1943.411845     14286.673765      1014.821231  0.44  0.22680
    4660000     409.686052  3.010849e-06     14534.021366       509.103275     14221.489887      1011.776087  0.38  0.22264
    4670000     408.476811  2.955349e-06     14817.762462       665.005561     15116.642035      1008.848749  0.50  0.22222
    4680000     407.272675  3.002901e-06     16060.819801      1803.627999     15126.195600      1006.792830  0.42  0.22639
    4690000     406.087759  2.946273e-06     16655.342079      1113.340386     16094.874704      1005.439008  0.54  0.21442
    4700000     404.900723  2.968443e-06     17140.500567      1201.274547     16020.296104      1003.316541  0.32  0.20971
    4710000     403.721060  2.947057e-06     14264.711339       871.281685     15019.286067      1000.004818  0.37  0.22109
    4720000     402.535961  2.997278e-06     17190.580470      1828.591612     15410.901742       995.103662  0.42  0.22639
    4730000     401.355681  2.818256e-06     17272.527189      1484.950457     16093.197356       991.558684  0.45  0.22664
    4740000     400.174188  3.007884e-06     17692.068330      1946.817189     17449.357907       988.469794  0.55  0.21189
    4750000     399.002380  2.966295e-06     15573.121115      1722.869337     16323.724812       988.631292  0.41  0.22582
    4760000     397.837651  2.957148e-06     15157.611113       591.255097     15567.340627       986.694107  0.46  0.22624
    4770000     396.678010  2.938403e-06     16873.720387      1150.382556     16062.946141       983.020128  0.50  0.22222
    4780000     395.516269  2.966786e-06     13519.831394      1708.173458     14870.753911       980.870282  0.35  0.21726
    4790000     394.367396  2.880872e-06     16937.938571      1677.760551     15591.043588       977.445053  0.53  0.21672
    4800000     393.212344  2.891002e-06     14488.305578       796.061124     15204.610199       973.404441  0.36  0.21930
    4810000     392.052783  2.995665e-06     17885.561956      1564.623346     16403.642119       969.944142  0.51  0.22062
    4820000     390.901430  2.954790e-06     14227.390775      1693.874080     15890.375305       968.545393  0.43  0.22671
    4830000     389.756330  2.995163e-06     16274.690248      1914.274942     15061.489731       964.097510  0.43  0.22671
    4840000     388.614285  2.983601e-06     13589.745818      1401.520974     14123.473100       962.501849  0.43  0.22671
    4850000     387.477832  2.912481e-06     13964.866105      2109.210148     12893.046997       959.487640  0.45  0.22664
    4860000     386.356625  2.958056e-06     13267.943178      1178.853228     14342.742658       958.171766  0.46  0.22624
    4870000     385.242394  2.962271e-06     13753.055516      1457.115414     14125.244883       956.542872  0.38  0.22264
    4880000     384.135742  2.913490e-06     11656.447822      1614.881100     13183.354889       955.165021  0.44  0.22680
    4890000     383.024550  2.935420e-06     12833.247267       434.361378     12884.591399       952.576526  0.57  0.20616
    4900000     381.923028  2.811428e-06     15349.950884      1196.051245     14359.616025       951.359081  0.46  0.22624
    4910000     380.828210  2.837337e-06     13379.075140      1183.957181     13350.475803       950.584056  0.54  0.21442
    4920000     379.736901  2.755406e-06     14834.536123      1404.884712     13827.788437       948.114142  0.49  0.22358
    4930000     378.651656  2.905928e-06     12091.219169       705.472655     12203.766938       944.924986  0.47  0.22559
    4940000     377.569848  2.925197e-06     12309.898270       522.839613     11987.250228       940.710948  0.31  0.20670
    4950000     376.484369  2.885199e-06     12292.127164       547.187800     12431.824849       936.718480  0.44  0.22680
    4960000     375.400946  2.865068e-06     12872.502070       746.414262     12376.508959       933.979085  0.45  0.22664
    4970000     374.321304  2.963886e-06     13745.173250       887.993463     13432.070599       929.350102  0.50  0.22222
    4980000     373.243641  2.595330e-06     14245.456868      1984.760696     13210.510378       928.180438  0.46  0.22624
    4990000     372.170732  2.944600e-06     14783.335519      1423.471700     13477.681647       925.828598  0.39  0.22394
    5000000     371.097527  2.893741e-06     13195.689607      1682.431848     13992.662960       924.841311  0.38  0.22264
    5010000     370.035783  2.848280e-06     11889.852972      1413.780674     12538.869501       923.118739  0.52  0.21879
    5020000     368.973905  2.821882e-06     13678.624178      1450.737839     12464.669196       920.116589  0.49  0.22358
    5030000     367.925316  2.528293e-06     13099.698336       739.044038     12483.368025       917.302844  0.49  0.22358
    5040000     366.866434  2.856579e-06     14902.492724      1229.327464     13856.304989       914.320176  0.41  0.22582
    5050000     365.822466  2.852359e-06     12487.462943      1820.485543     13446.344008       915.600046  0.38  0.22264
    5060000     364.789640  2.865442e-06     13435.597697       844.686812     13987.412122       913.117817  0.45  0.22664
    5070000     363.752485  2.886479e-06     13155.072070      1114.461258     12942.738107       910.372429  0.42  0.22639
    5080000     362.714755  2.911785e-06     13166.028575       893.552621     12614.922221       905.875043  0.45  0.22664
    5090000     361.686347  2.873057e-06     12469.484970       389.524745     12523.320580       904.873929  0.45  0.22664
    5100000     360.663201  2.888048e-06     14205.767968       930.155620     14146.060983       903.214562  0.64  0.17938
    5110000     359.640037  2.892570e-06     15250.674681       876.476649     14962.980818       900.068719  0.54  0.21442
    5120000     358.624903  2.816288e-06     14912.968415       841.024905     14673.456947       899.536617  0.42  0.22639
    5130000     357.611746  2.734241e-06     15233.227988       967.917403     14924.637385       895.945527  0.49  0.22358
    5140000     356.596869  2.876729e-06     16523.701294      1629.746909     15053.332030       892.636876  0.33  0.21247
    5150000     355.579871  2.854182e-06     14641.348524       760.321788     15084.485296       887.929020  0.43  0.22671
    5160000     354.561982  2.871031e-06     13388.162921       966.797101     13959.891733       886.948740  0.42  0.22639
    5170000     353.555430  2.880861e-06     11712.770505       826.183189     12386.054107       886.035646  0.34  0.21499
    5180000     352.557264  2.854897e-06     12035.592263       526.604523     11872.720636       882.544877  0.47  0.22559
    5190000     351.564531  2.783147e-06     14308.560338      1213.002713     13250.387324       881.430549  0.40  0.22500
    5200000     350.571757  2.861081e-06     13352.803221      1558.639384     13587.400163       879.985843  0.48  0.22471
    5210000     349.584013  2.870249e-06     11705.622443      1832.191764     12556.424571       877.299435  0.34  0.21499
    5220000     348.605482  2.818334e-06     11465.242939      1133.451151     12414.857640       875.991514  0.40  0.22500
    5230000     347.630251  2.808316e-06     11519.697466       954.299916     12333.571836       873.333238  0.40  0.22500
    5240000     346.656256  2.807870e-06     12229.084548      1602.059164     13085.762957       872.185511  0.44  0.22680
    5250000     345.704164  2.704191e-06     10886.314916      1486.883468     12135.439415       872.384604  0.38  0.22264
    5260000     344.744714  2.802922e-06     13916.986665      1659.716873     12460.452530       869.714178  0.44  0.22680
    5270000     343.789642  2.797095e-06     13704.100241      1456.734110     12805.802770       867.528897  0.46  0.22624
    5280000     342.836298  2.816326e-06     11091.047599      1050.466138     11910.318754       864.269380  0.43  0.22671
    5290000     341.880612  2.807272e-06     12360.748355       816.487573     11874.984296       862.016847  0.46  0.22624
    5300000     340.931480  2.822919e-06     11641.522160       477.027878     11579.336315       859.565943  0.50  0.22222
    5310000     339.985147  2.711412e-06     13078.716079      1636.224292     11535.967515       857.193339  0.49  0.22358
    5320000     339.037204  2.828903e-06     13765.698357      1924.567961     11928.699818       854.958103  0.45  0.22664
    5330000     338.098564  2.806075e-06     14233.588380      1296.972172     13529.848051       854.686335  0.43  0.22671
    5340000     337.176567  2.718412e-06     11253.954563       670.640015     11691.285194       854.302082  0.40  0.22500
    5350000     336.254140  2.762738e-06     11980.274634       866.557413     11912.435050       852.365082  0.38  0.22264
    5360000     335.334499  2.769058e-06     12228.617234      1004.130354     11545.369539       849.027141  0.46  0.22624
    5370000     334.413258  2.769023e-06     13137.814720       733.646766     12618.704286       847.048696  0.42  0.22639
    5380000     333.496146  2.802226e-06     14056.687988      1138.753945     13271.783814       843.433579  0.38  0.22264
    5390000     332.578851  2.810857e-06     12692.760857       882.503699     13404.126352       840.438730  0.44  0.22680
    5400000     331.666175  2.699510e-06     12895.035616       854.225601     13547.007578       839.377704  0.47  0.22559
    5410000     330.759256  2.753999e-06     11527.325411      2506.898389     13981.042181       837.589182  0.42  0.22639
    5420000     329.855916  2.754758e-06     12465.951008      1891.897982     12298.446799       836.617377  0.46  0.22624
    5430000     328.958363  2.770351e-06     11755.954042       574.610231     12035.985649       834.792918  0.34  0.21499
    5440000     328.060656  2.757269e-06     12508.043372       531.249060     12714.714457       832.849027  0.48  0.22471
    5450000     327.166706  2.779939e-06     12241.265101      1092.451351     13216.314297       829.722328  0.49  0.22358
    5460000     326.275575  2.725295e-06     12176.096449       767.882201     12220.907763       827.917664  0.53  0.21672
    5470000     325.389730  2.770822e-06     13373.494991      1178.593073     12410.270720       825.724535  0.38  0.22264
    5480000     324.504209  2.767526e-06     12748.065147       644.845586     12272.469601       822.814721  0.49  0.22358
    5490000     323.618796  2.789230e-06     13910.677451      1095.635187     13059.280248       819.721864  0.53  0.21672
    5500000     322.737991  2.771347e-06     12164.032551       922.691743     12579.363480       818.754688  0.46  0.22624
    5510000     321.858274  2.769851e-06     12931.886460      1607.665053     12006.559798       816.687035  0.51  0.22062
    5520000     320.984645  2.723281e-06     12606.058369      1537.258274     12079.688507       814.211466  0.43  0.22671
    5530000     320.105506  2.782889e-06     12954.879994      1403.360951     12083.986916       811.144670  0.39  0.22394
    5540000     319.225723  2.798975e-06     12925.845124       779.895353     12350.842399       807.164391  0.44  0.22680
    5550000     318.343813  2.753843e-06     11430.408405       679.687198     11760.639927       804.485333  0.45  0.22664
    5560000     317.467211  2.759834e-06     11313.003810       629.228821     11791.577043       801.685189  0.49  0.22358
    5570000     316.591547  2.775970e-06     12526.691027      1049.101937     11957.777051       799.995501  0.44  0.22680
    5580000     315.716498  2.790225e-06     12525.133366      1186.878316     12111.234651       797.681467  0.34  0.21499
    5590000     314.850766  2.766098e-06     12088.874220       682.877651     12687.467357       797.434764  0.37  0.22109
    5600000     313.986815  2.789580e-06     12224.195329       562.376646     11969.852728       795.447940  0.51  0.22062
    5610000     313.126054  2.793709e-06     12585.989991      1354.526799     11808.496221       791.765480  0.45  0.22664
    5620000     312.264152  2.771980e-06     14267.817687      1831.377376     12746.952634       790.696431  0.35  0.21726
    5630000     311.406749  2.775807e-06     11962.796520      1280.800809     13033.756631       788.847363  0.39  0.22394
    5640000     310.555202  2.730500e-06     12665.874172       879.482046     12865.909521       787.045307  0.49  0.22358
    5650000     309.703749  2.778765e-06     13853.262282      1941.798612     12675.090716       785.657271  0.39  0.22394
    5660000     308.856206  2.760192e-06     11583.395787      1049.951229     12359.394903       784.110220  0.40  0.22500
    5670000     308.011647  2.724989e-06     11368.534453       304.121607     11561.498444       781.053834  0.41  0.22582
    5680000     307.168022  2.678408e-06     13697.214727      1776.765559     12252.161370       777.623419  0.52  0.21879
    5690000     306.325529  2.760956e-06     11557.031184       733.610599     11693.539371       775.442401  0.42  0.22639
    5700000     305.484472  2.790350e-06     11660.785772       472.115905     11610.108273       772.708658  0.46  0.22624
    5710000     304.650997  2.767861e-06     14247.790892      2662.377377     12416.013408       770.593637  0.47  0.22559
    5720000     303.811511  2.657807e-06     12642.019130      1062.243877     13624.650240       768.392477  0.42  0.22639
    5730000     302.977545  2.761597e-06     14714.220288      2764.856317     13073.451526       767.816773  0.41  0.22582
    5740000     302.151482  2.640511e-06     11851.225500       675.532132     11972.663859       765.841948  0.42  0.22639
    5750000     301.326181  2.772524e-06     11914.553306      1344.891182     11329.197015       763.614472  0.43  0.22671
    5760000     300.494846  2.735122e-06     11475.144317       505.931977     11450.088366       759.264315  0.46  0.22624
    5770000     299.667756  2.759000e-06     11913.212371       486.406417     12134.196002       756.801913  0.42  0.22639
    5780000     298.838721  2.819025e-06     12521.723147       929.739735     11842.620655       754.275188  0.52  0.21879
    5790000     298.009984  2.765506e-06     13676.297323      2360.148472     11805.456273       752.074837  0.50  0.22222
    5800000     297.184279  2.820019e-06     11265.579094      1450.138998     11274.911016       750.198700  0.28  0.19626
    5810000     296.365351  2.808451e-06     13363.542521      1395.277388     12107.920259       748.072773  0.43  0.22671
    5820000     295.543185  2.791336e-06     12342.981137       655.398721     12145.980546       747.494754  0.46  0.22624
    5830000     294.730134  2.792311e-06     12574.143313      1637.330995     11477.486618       745.134943  0.40  0.22500
    5840000     293.918010  2.705270e-06     11157.112162       638.718717     11607.301306       743.309414  0.50  0.22222
    5850000     293.107727  2.812250e-06     10615.577581      1332.491973     11473.384163       740.495814  0.40  0.22500
    5860000     292.298348  2.744095e-06     11586.235655       387.472827     11684.607382       738.252148  0.44  0.22680
    5870000     291.491324  2.807747e-06     11859.078836       287.961743     11648.342198       736.726467  0.34  0.21499
    5880000     290.685000  2.787947e-06     12111.831746       490.920530     12059.951374       735.491000  0.45  0.22664
    5890000     289.886412  2.765546e-06     12468.463740      1479.740343     11139.194553       733.443730  0.41  0.22582
    5900000     289.087646  2.815956e-06     12092.412227       978.094050     11387.920909       730.101660  0.41  0.22582
    5910000     288.287742  2.784771e-06     13023.540851      1525.141771     11827.165758       728.548944  0.40  0.22500
    5920000     287.495603  2.461046e-06     10031.374688      1243.539739     11228.818031       728.235370  0.38  0.22264
    5930000     286.706686  2.784962e-06     10689.132525       623.822711     11249.266958       726.148719  0.38  0.22264
    5940000     285.920874  2.785852e-06     10919.258097       647.993401     11477.107144       724.242699  0.44  0.22680
    5950000     285.135353  2.743853e-06     11757.321518      1025.546878     11465.608139       721.904872  0.39  0.22394
    5960000     284.353694  2.688432e-06     10240.082615       835.486806     10942.283754       720.631354  0.39  0.22394
    5970000     283.576775  2.778330e-06     12219.336271      1018.508684     11380.433190       717.497556  0.41  0.22582
    5980000     282.798212  2.370780e-06     10436.789816      1201.452808     11504.460795       715.641362  0.43  0.22671
    5990000     282.020087  2.782521e-06     12098.142997       755.491956     11887.214579       712.883885  0.40  0.22500
    6000000     281.240887  2.765733e-06     11020.756304       240.968056     11125.927178       711.083750  0.49  0.22358
    6010000     280.464947  2.773752e-06     11587.014864       819.040932     11117.487690       709.702004  0.51  0.22062
    6020000     279.694742  2.793656e-06     10409.531359      1331.843808     11572.618935       708.262046  0.41  0.22582
    6030000     278.928102  2.694303e-06     11198.907256       510.357195     11065.870290       706.347957  0.45  0.22664
    6040000     278.162032  2.791657e-06     10633.057986       811.068180     11161.725678       704.110093  0.42  0.22639
    6050000     277.401357  2.740226e-06     11902.981502       844.258350     11457.454018       703.624766  0.34  0.21499
    6060000     276.644191  2.771870e-06     11498.848823       895.546161     11772.164884       701.342444  0.42  0.22639
    6070000     275.888355  2.660439e-06     11507.605615       520.677165     11453.339418       699.970808  0.49  0.22358
    6080000     275.137316  2.759979e-06     11039.317649      1343.982514     10947.951221       697.389769  0.39  0.22394
    6090000     274.381166  2.791908e-06     11489.818136       894.890838     10872.241309       693.937413  0.50  0.22222
    6100000     273.625289  2.756397e-06     12544.301946       757.157557     11823.711417       692.683926  0.47  0.22559
    6110000     272.876666  2.777668e-06     11984.551170       631.257924     11736.130329       691.297984  0.48  0.22471
    6120000     272.132519  2.796442e-06     11700.705963       497.087116     11698.423022       687.856015  0.36  0.21930
    6130000     271.382358  2.744154e-06     11616.367135       965.068372     12066.370068       686.632888  0.45  0.22664
    6140000     270.638932  2.689716e-06     11240.969179       927.910612     12109.892722       684.173811  0.48  0.22471
    6150000     269.896472  2.776489e-06     10771.889248       913.998414     11541.057170       683.633352  0.41  0.22582
    6160000     269.166009  2.714595e-06     12003.904531       650.929310     11438.278693       681.831983  0.54  0.21442
    6170000     268.429714  2.768083e-06     11277.627547       547.180913     11753.617607       680.587841  0.45  0.22664
    6180000     267.696876  2.749383e-06     11726.534712       829.556373     11515.199486       678.255394  0.45  0.22664
    6190000     266.963959  2.740293e-06     11582.634972      1374.233084     10707.394845       676.198567  0.43  0.22671
    6200000     266.230834  2.695163e-06     11073.496344       528.376777     10840.768873       674.126073  0.41  0.22582
    6210000     265.500239  2.725352e-06     11012.231622       451.450560     11117.624004       671.644481  0.48  0.22471
    6220000     264.769435  2.736179e-06     10854.277255       435.999044     11069.522070       669.380866  0.56  0.20914
    6230000     264.043781  2.805944e-06     11529.188015       675.940410     11126.920465       666.670360  0.40  0.22500
    6240000     263.318880  2.824431e-06     12135.400304       875.049509     11765.945283       664.199680  0.52  0.21879
    6250000     262.588115  2.810393e-06     12067.746358       559.607191     11613.434922       661.839551  0.44  0.22680
    6260000     261.858447  2.768591e-06     11467.315022       472.876784     11109.087125       660.557131  0.46  0.22624
    6270000     261.131837  2.831210e-06     11410.523514       576.032076     11416.733881       658.216581  0.33  0.21247
    6280000     260.404081  2.797291e-06     10825.543653       847.304135     11248.185682       655.991019  0.41  0.22582
    6290000     259.677773  2.824858e-06     10879.032338       707.397371     11230.431234       653.112362  0.42  0.22639
    6300000     258.955794  2.828800e-06     11723.244001       667.306506     11217.983410       651.844965  0.53  0.21672
    6310000     258.230227  2.849402e-06     10612.437683       611.969876     11123.118860       649.597417  0.44  0.22680
    6320000     257.508533  2.719397e-06     12030.415631       927.367414     11476.143084       648.062094  0.33  0.21247
    6330000     256.793449  2.794527e-06     10962.510708       580.678754     11460.745484       646.181083  0.40  0.22500
    6340000     256.074311  2.703763e-06     12043.322970       767.960158     11600.175174       643.962138  0.41  0.22582
    6350000     255.355249  2.839278e-06     10854.841458       600.326480     11355.428203       641.986826  0.50  0.22222
    6360000     254.644268  2.668657e-06     11010.319262       523.301496     10800.942563       640.046926  0.47  0.22559
    6370000     253.930026  2.859531e-06     11373.880146       467.672513     10976.509154       637.488214  0.50  0.22222
    6380000     253.213157  2.872323e-06     11030.575555       648.946850     11495.284899       634.756201  0.47  0.22559
    6390000     252.494421  2.869672e-06     11231.699014       288.619248     11185.601734       632.715319  0.44  0.22680
    6400000     251.778728  2.750494e-06     12540.404788      1550.170003     11509.523570       629.567895  0.46  0.22624
    6410000     251.060195  2.779921e-06     12451.448039      1484.994070     11092.634450       627.748737  0.35  0.21726
    6420000     250.347089  2.631056e-06     12345.007369       489.111983     12041.373467       626.473487  0.54  0.21442
    6430000     249.634419  2.885434e-06     11647.215564       658.938458     11802.822925       624.974518  0.46  0.22624
    6440000     248.927558  2.662662e-06     10182.749345      1032.479890     11188.052025       624.007420  0.36  0.21930
    6450000     248.220736  2.873165e-06     10643.383842       468.246881     10671.463033       622.168956  0.55  0.21189
    6460000     247.517891  2.899986e-06     10249.861675       649.880718     10579.961011       618.935415  0.35  0.21726
    6470000     246.810146  2.898744e-06     10523.502276       373.214746     10855.131184       616.414311  0.46  0.22624
    6480000     246.101881  2.873279e-06     11545.004930       656.694566     11093.850304       613.191787  0.36  0.21930
    6490000     245.394454  2.765574e-06     11422.677238       568.646813     10962.950650       611.926312  0.55  0.21189
    6500000     244.687185  2.896416e-06     11010.077791       589.462334     11227.147063       609.599058  0.46  0.22624
    6510000     243.979493  2.909732e-06     11157.372205       506.390264     11121.838612       607.595699  0.48  0.22471
    6520000     243.279323  2.902657e-06     11913.698812      1199.932694     10929.541337       606.365993  0.46  0.22624
    6530000     242.579578  2.937645e-06     12481.918481       736.920988     11894.737819       603.920929  0.44  0.22680
    6540000     241.883132  2.935017e-06     12086.700116       254.363848     12159.411871       601.390388  0.37  0.22109
    6550000     241.187199  2.900472e-06     12342.462072       794.583818     12970.249836       600.290000  0.33  0.21247
    6560000     240.491679  2.926741e-06     12161.902080       508.015870     11952.103573       599.594530  0.51  0.22062
    6570000     239.801313  2.874050e-06     11111.051110       859.309029     11796.467790       597.818535  0.33  0.21247
    6580000     239.114592  2.921639e-06     11560.153548       652.019918     11451.303380       596.516308  0.44  0.22680
    6590000     238.428605  2.882187e-06     11809.783460       522.769614     11379.633184       594.664527  0.50  0.22222
    6600000     237.744336  2.914948e-06     11380.837774       497.706218     10988.457635       593.403846  0.52  0.21879
    6610000     237.063559  2.906860e-06     10628.506228       595.478025     10347.096360       591.908915  0.49  0.22358
    6620000     236.385678  2.691821e-06     12108.443588      1540.387676     10654.465168       589.892229  0.47  0.22559
    6630000     235.705218  2.843090e-06     11210.983944       417.466276     11119.031692       587.926381  0.34  0.21499
    6640000     235.029850  2.923366e-06     11209.685641       719.738450     11165.593131       585.174137  0.36  0.21930
    6650000     234.350698  2.883304e-06     10342.969885       927.877059     11216.067719       583.244184  0.44  0.22680
    6660000     233.673704  2.817180e-06     11352.879154       474.438483     11438.417257       581.663863  0.41  0.22582
    6670000     232.998309  2.930106e-06      9960.649747       719.004435     10327.589202       580.700964  0.43  0.22671
    6680000     232.327297  2.880152e-06     10563.487131       864.489716      9940.621470       578.418058  0.48  0.22471
    6690000     231.654597  2.899966e-06     10102.319169       623.357828      9885.822676       575.776585  0.47  0.22559
    6700000     230.985004  2.601554e-06     10369.981634       385.165581     10102.597511       573.921005  0.44  0.22680
    6710000     230.311454  2.957663e-06     11497.570086      1777.138774      9953.228165       571.403229  0.50  0.22222
    6720000     229.637209  2.962159e-06     10059.512192       325.828181      9813.114381       568.713162  0.40  0.22500
    6730000     228.963804  2.990042e-06     10636.944316       627.714639     10320.224720       566.734407  0.27  0.19230
    6740000     228.291063  2.983413e-06     10349.114292       477.136769     10396.817564       565.206662  0.47  0.22559
    6750000     227.621708  2.984903e-06     10508.784257       533.449695     10426.292250       562.985078  0.48  0.22471
    6760000     226.950000  2.790607e-06      9879.387762       530.276904     10338.416620       560.070148  0.43  0.22671
    6770000     226.277849  2.845302e-06     10197.994398       441.951842     10390.758914       557.228674  0.40  0.22500
    6780000     225.605309  3.022135e-06     12144.041321      1169.388003     11158.196795       555.531822  0.42  0.22639
    6790000     224.932124  2.976982e-06     10218.260400      1201.233139     10762.659034       554.218134  0.46  0.22624
    6800000     224.261120  3.010567e-06     10245.698800       332.375416     10427.054735       552.170188  0.56  0.20914
    6810000     223.593036  2.999008e-06     10544.404610       298.013390     10488.346078       550.305468  0.48  0.22471
    6820000     222.921598  3.022067e-06      9887.376410       675.861523     10534.597823       547.573749  0.45  0.22664
    6830000     222.257861  3.024174e-06     10531.632302       724.626528     10945.134145       545.818257  0.37  0.22109
    6840000     221.590508  3.033069e-06     10272.380527       649.197014     10880.842473       544.978822  0.41  0.22582
    6850000     220.928597  3.034970e-06      9811.727982       531.757970      9974.560925       543.748280  0.47  0.22559
    6860000     220.270543  3.043029e-06     10221.440183       202.396426     10064.732115       542.049607  0.47  0.22559
    6870000     219.612440  3.035322e-06     10406.286654       494.326277     10631.723023       540.865734  0.39  0.22394
    6880000     218.956730  2.886894e-06     10288.247313       610.452777     10569.017464       540.164805  0.39  0.22394
    6890000     218.306692  3.012102e-06     10753.600465      1144.373752     10207.366060       538.156100  0.49  0.22358
    6900000     217.659033  3.011293e-06     10852.261840       474.375877     10731.455330       536.588759  0.44  0.22680
    6910000     217.011145  3.014955e-06     10001.274036       504.456414     10435.674633       535.601541  0.46  0.22624
    6920000     216.373027  2.854678e-06      9752.586228       555.534852     10021.139113       533.887264  0.49  0.22358
    6930000     215.732600  2.851563e-06      9806.618634       172.897736      9854.541460       532.909833  0.43  0.22671
    6940000     215.096881  3.010383e-06     10763.146684       822.159206     10147.235755       531.281691  0.46  0.22624
    6950000     214.463684  2.848521e-06     10432.675845       270.625797     10394.756837       529.529071  0.44  0.22680
    6960000     213.828675  2.658246e-06     11261.710208       638.899258     10817.623165       527.888743  0.38  0.22264
    6970000     213.194287  2.858878e-06     10008.580255       757.164474     10678.559847       526.256643  0.43  0.22671
    6980000     212.562496  2.984121e-06     10158.021582       441.111243     10412.742698       524.920701  0.48  0.22471
    6990000     211.934318  2.945765e-06      9812.739282      1131.363507      9751.618462       524.030539  0.41  0.22582
    7000000     211.308216  2.992900e-06      9978.655533       638.030896      9618.417711       522.501788  0.40  0.22500
    7010000     210.685356  2.985282e-06     10125.779728       517.898201      9774.091455       521.075044  0.49  0.22358
    7020000     210.063994  2.980229e-06     10481.141495      1116.804587      9438.774555       519.220217  0.55  0.21189
    7030000     209.447538  2.822205e-06     10250.306091      1058.052540     10105.956049       519.243453  0.39  0.22394
    7040000     208.838761  2.981696e-06     10718.752260       624.217826     10246.022218       517.347172  0.48  0.22471
    7050000     208.227369  2.856815e-06     11217.476224      1018.586250     10370.357858       515.502561  0.46  0.22624
    7060000     207.615228  2.864882e-06     10668.275778       372.109938     10897.963970       513.910033  0.46  0.22624
    7070000     207.013016  2.965527e-06      9916.880747       321.409350      9685.708901       513.543104  0.44  0.22680
    7080000     206.409264  2.878667e-06      9454.132179       674.343523      9724.477472       511.712318  0.41  0.22582
    7090000     205.808419  2.870415e-06     10400.831018       402.692173     10059.505803       510.300740  0.45  0.22664
    7100000     205.206814  2.929581e-06      9521.241989       747.854628     10228.340493       508.007161  0.52  0.21879
    7110000     204.605516  2.942707e-06      9906.956570       503.910481     10109.657643       506.069953  0.44  0.22680
    7120000     204.000154  3.007149e-06     10072.234834       931.744040      9786.961990       504.056579  0.43  0.22671
    7130000     203.398367  2.902088e-06     11041.155124       974.233655     10353.869385       502.503680  0.43  0.22671
    7140000     202.797827  2.954418e-06     11504.285912       751.481673     11220.910775       500.944165  0.48  0.22471
    7150000     202.199205  3.002866e-06     10533.111733       597.146255     11060.271500       499.533865  0.38  0.22264
    7160000     201.602772  2.865720e-06     11945.528094       953.702786     11119.901244       498.584271  0.39  0.22394
    7170000     201.009839  3.004973e-06     10809.860051       355.261790     11115.267002       496.765122  0.61  0.19208
    7180000     200.416498  2.946798e-06     10422.914690       913.949988     11129.084644       495.491548  0.39  0.22394
    7190000     199.825222  2.995345e-06     10995.206001       643.611487     10657.415216       493.974710  0.46  0.22624
    7200000     199.235920  2.929225e-06      9823.110048       507.601043     10303.067880       492.051655  0.52  0.21879
    7210000     198.649886  3.017794e-06     10930.636335       502.032233     10458.238843       490.247616  0.47  0.22559
    7220000     198.058277  2.618104e-06     10717.360619       399.765894     10560.702948       488.083308  0.42  0.22639
    7230000     197.466347  3.042687e-06     10783.138287       647.395157     10329.324710       485.598985  0.40  0.22500
    7240000     196.871424  3.049145e-06      9886.616703       429.122782     10191.501448       483.325067  0.41  0.22582
