InitializeWeights:  w_a = 0.995 w_b = 0.99999

 iterations              T          dS/S            meanE              sdE         (e)meanE           (e)sdE   acc    alpha
    1830000    1636.948522  5.989242e-06     52321.055380      6523.304397     52049.333181      3199.619742  0.46  0.22624
    1840000    1627.272761  5.663196e-06     52319.772350      7971.651455     47988.950011      3207.130985  0.48  0.22471
    1850000    1617.945804  5.856847e-06     51673.507006      6337.331218     51699.513560      3200.913647  0.51  0.22062
    1860000    1608.802403  5.723571e-06     48850.793205      1719.692688     48249.256764      3198.667578  0.41  0.22582
    1870000    1599.859687  5.544285e-06     45830.652851      2920.071148     48212.449307      3175.197735  0.52  0.21879
    1880000    1590.766004  5.673916e-06     45396.287378      5507.460520     50407.286663      3159.425936  0.40  0.22500
    1890000    1581.891062  5.513863e-06     42773.532847      4126.636227     44878.407193      3166.430123  0.38  0.22264
    1900000    1573.215013  5.410435e-06     37537.609869      3410.791459     34431.075107      3160.357804  0.39  0.22394
    1910000    1564.582025  5.549157e-06     38361.170406      3409.855518     35272.449208      3146.147474  0.39  0.22394
    1920000    1555.991191  5.472807e-06     33844.358281      1226.157993     34332.856735      3119.472041  0.42  0.22639
    1930000    1547.358140  5.719213e-06     30867.911548      4572.930332     33824.060833      3085.547836  0.42  0.22639
    1940000    1538.685118  5.728587e-06     29145.405515      4931.645705     33752.376812      3064.444596  0.48  0.22471
    1950000    1529.970678  5.753364e-06     30908.623832      2295.557328     31956.049517      3030.516427  0.54  0.21442
    1960000    1521.158233  5.737357e-06     32940.811776      1159.133176     32811.368630      3004.142962  0.45  0.22664
    1970000    1512.413231  5.839760e-06     35716.383706      4479.894357     36076.553506      2993.524842  0.34  0.21499
    1980000    1503.715879  5.840288e-06     33526.253390      1449.473080     33526.480702      2972.256923  0.50  0.22222
    1990000    1494.980187  5.922988e-06     32489.834330      1758.765593     32821.441676      2944.747321  0.51  0.22062
    2000000    1486.235075  5.920873e-06     38430.358988      6376.499994     33895.828705      2922.292459  0.42  0.22639
    2010000    1477.506373  5.864648e-06     33058.060799      2507.824579     33962.969965      2902.106469  0.45  0.22664
    2020000    1468.908579  5.678341e-06     49926.264677     14383.889135     37442.400515      2892.474876  0.53  0.21672
    2030000    1460.514120  5.543449e-06     33865.088122      2331.153579     35597.807437      2888.452151  0.43  0.22671
    2040000    1452.122518  5.821671e-06     36762.723916      3950.306489     34436.838564      2871.254008  0.43  0.22671
    2050000    1443.778604  5.803978e-06     31820.650290      2363.747295     32867.641135      2853.006431  0.52  0.21879
    2060000    1435.415148  5.928894e-06     32652.480127      2355.791824     32189.455003      2828.349520  0.45  0.22664
    2070000    1427.079035  5.889024e-06     32582.683936      1721.928323     32689.465150      2815.794249  0.38  0.22264
    2080000    1418.740674  5.945670e-06     34401.808483      3600.481601     32247.288938      2788.954568  0.43  0.22671
    2090000    1410.430576  5.991993e-06     34686.417390      2036.292790     33319.967942      2768.634443  0.42  0.22639
    2100000    1402.149016  6.004158e-06     33139.079758      2773.947862     32511.302264      2749.002936  0.44  0.22680
    2110000    1393.860608  5.792602e-06     31216.439756      1504.719192     32058.175498      2726.039081  0.60  0.19592
    2120000    1385.619102  6.071417e-06     29254.688194      4314.501649     33369.464121      2708.233914  0.52  0.21879
    2130000    1377.340406  6.079161e-06     32328.316332      1565.830986     32644.377887      2689.594706  0.51  0.22062
    2140000    1369.096925  6.007889e-06     31359.202851      3162.339355     32662.452769      2673.159896  0.53  0.21672
    2150000    1360.941959  5.894741e-06     38507.563165      5439.558197     33531.087572      2662.369506  0.37  0.22109
    2160000    1352.840361  6.023757e-06     33957.366738      2556.918956     33401.422823      2646.923335  0.47  0.22559
    2170000    1344.764370  6.109527e-06     34046.263687      3304.643849     32297.412864      2623.147942  0.41  0.22582
    2180000    1336.698202  6.074720e-06     31932.095540      2384.632184     33588.396835      2604.577598  0.36  0.21930
    2190000    1328.664125  6.096826e-06     32133.471976      2214.194835     33241.189184      2590.005742  0.46  0.22624
    2200000    1320.660531  6.149896e-06     35537.259369      3274.202630     32569.157794      2569.244541  0.50  0.22222
    2210000    1312.696170  6.116226e-06     36811.908612      3271.306039     34488.288916      2559.661463  0.45  0.22664
    2220000    1304.834351  6.072477e-06     32152.060051      1963.977264     33585.580064      2542.750089  0.48  0.22471
    2230000    1296.986531  6.023255e-06     30784.142176      3244.053207     32351.936849      2526.643623  0.45  0.22664
    2240000    1289.130430  6.160790e-06     31473.135138      2025.185111     33264.056843      2503.377546  0.49  0.22358
    2250000    1281.310954  6.162942e-06     32776.961982      2653.931886     35282.352131      2490.343446  0.45  0.22664
    2260000    1273.579383  6.147140e-06     38149.052786      4830.150553     33791.849419      2476.003779  0.53  0.21672
    2270000    1265.813173  6.218473e-06     32054.966949      2999.493495     34114.952569      2454.630233  0.48  0.22471
    2280000    1258.078848  6.196814e-06     31926.377641      3451.123518     32023.378804      2439.266625  0.52  0.21879
    2290000    1250.386935  5.658844e-06     29570.106519      2560.359350     31163.369248      2424.082757  0.48  0.22471
    2300000    1242.730137  6.204043e-06     31814.422118      3274.523966     30359.882037      2405.661227  0.50  0.22222
    2310000    1235.058005  6.136656e-06     32515.000747      4881.428557     30382.116069      2385.604880  0.54  0.21442
    2320000    1227.434574  6.206960e-06     31109.889845      1384.301042     31986.507430      2370.453923  0.45  0.22664
    2330000    1219.865777  5.910748e-06     32733.893073      3869.866112     31196.035736      2354.445399  0.52  0.21879
    2340000    1212.306454  6.253272e-06     33307.222133      3500.665811     31478.638531      2339.598997  0.42  0.22639
    2350000    1204.786831  5.984844e-06     33196.009708      2891.266128     30977.238168      2324.777454  0.48  0.22471
    2360000    1197.303370  6.230027e-06     29124.732427      1772.162080     30710.808732      2304.801882  0.53  0.21672
    2370000    1189.835770  6.196830e-06     30413.228997      2808.648850     31825.083649      2290.715061  0.40  0.22500
    2380000    1182.467603  6.287611e-06     30728.054906      2090.866136     31603.708449      2278.737458  0.35  0.21726
    2390000    1175.101048  6.322489e-06     29746.804257      2807.663843     30405.745229      2264.568959  0.46  0.22624
    2400000    1167.776103  6.267837e-06     29485.565049      2899.276658     30477.515409      2244.945457  0.45  0.22664
    2410000    1160.463025  6.330548e-06     29656.954734      1677.334412     29764.685170      2230.249804  0.40  0.22500
    2420000    1153.199051  6.392987e-06     30949.929934       562.181921     31079.423270      2213.958766  0.46  0.22624
    2430000    1145.976244  6.328753e-06     31613.640548      1373.582804     31430.239494      2195.765705  0.44  0.22680
    2440000    1138.718483  6.488049e-06     32453.703835       701.634950     32543.907567      2176.927956  0.50  0.22222
    2450000    1131.428349  6.429641e-06     34163.944072      3379.719827     34008.247178      2159.755307  0.42  0.22639
    2460000    1124.227087  6.490573e-06     34400.705513      3438.812278     32201.920141      2148.174500  0.53  0.21672
    2470000    1117.071609  6.477694e-06     33786.877755      2879.440966     32253.592814      2135.890667  0.46  0.22624
    2480000    1110.005723  6.463551e-06     33315.824940      1821.176351     32208.138647      2118.579249  0.44  0.22680
    2490000    1102.886517  6.475024e-06     31917.308477      2240.944078     30684.421464      2103.794169  0.39  0.22394
    2500000    1095.844116  6.511980e-06     35682.732061      4400.571669     31817.075470      2087.394358  0.44  0.22680
    2510000    1088.835035  6.282843e-06     28594.706165      2986.233225     31496.077081      2079.411844  0.41  0.22582
    2520000    1081.912755  6.490917e-06     30916.355532      2557.633365     30391.097619      2068.242098  0.44  0.22680
    2530000    1075.038076  6.484825e-06     35355.015652      4651.846904     32073.766813      2056.071351  0.40  0.22500
    2540000    1068.218161  6.425775e-06     30532.686153      1225.019193     30111.956903      2046.054990  0.48  0.22471
    2550000    1061.501339  6.399334e-06     34283.253935      3584.933978     31704.399036      2032.876782  0.44  0.22680
    2560000    1054.819425  6.318857e-06     34736.200317      5134.702420     31879.215913      2025.265674  0.36  0.21930
    2570000    1048.212763  6.116146e-06     29768.204949      2264.795817     31619.789754      2013.433129  0.42  0.22639
    2580000    1041.658062  6.346553e-06     30194.377528      2503.457542     30763.113911      2004.867474  0.35  0.21726
    2590000    1035.156412  6.346480e-06     31454.951731      1379.328274     30495.516026      1993.634932  0.45  0.22664
    2600000    1028.688822  6.386857e-06     30885.149001      3686.857494     30981.010136      1977.415274  0.45  0.22664
    2610000    1022.262501  6.103763e-06     34521.752719      4618.614075     31955.848558      1966.647845  0.40  0.22500
    2620000    1015.859553  6.362029e-06     30818.359098      2515.330454     31184.831693      1952.416659  0.43  0.22671
    2630000    1009.536718  6.270758e-06     34209.584798      2098.594642     32296.729016      1939.208449  0.52  0.21879
    2640000    1003.199992  6.175143e-06     29489.781868      1889.304248     30530.883182      1928.379724  0.52  0.21879
    2650000     996.900272  6.361214e-06     32532.219095      2828.073745     31110.251365      1915.450715  0.48  0.22471
    2660000     990.650778  6.309581e-06     34115.981159      2096.581740     32535.750186      1902.896504  0.41  0.22582
    2670000     984.434706  6.387109e-06     28944.923679      3103.007738     31841.491160      1891.163471  0.44  0.22680
    2680000     978.240616  6.412293e-06     35491.679612      4555.394755     31451.132601      1877.972918  0.41  0.22582
    2690000     972.115325  6.371523e-06     31338.359330      1309.079782     32228.315598      1866.684349  0.47  0.22559
    2700000     966.053905  6.260016e-06     34361.508897      3831.528598     30851.498560      1861.596191  0.46  0.22624
    2710000     960.058910  6.300736e-06     31157.203241      2996.892591     30859.982632      1853.845044  0.41  0.22582
    2720000     954.094215  6.331412e-06     32431.142857      1950.241645     31029.312539      1839.062238  0.49  0.22358
    2730000     948.193104  6.323035e-06     29152.252415      1011.467922     29529.311740      1828.565973  0.50  0.22222
    2740000     942.326769  6.103909e-06     31802.333446      3088.653019     30026.417940      1818.462960  0.46  0.22624
    2750000     936.535331  6.315313e-06     29502.124178      1130.012423     29161.511502      1806.434040  0.39  0.22394
    2760000     930.742021  6.324040e-06     31613.560861      3132.449521     29549.169540      1795.032496  0.36  0.21930
    2770000     924.982308  6.200731e-06     27937.593051      2125.618707     29779.804610      1790.866783  0.46  0.22624
    2780000     919.326486  5.793760e-06     29846.140332       982.076978     29967.158913      1778.259734  0.48  0.22471
    2790000     913.693235  6.209189e-06     28446.836774      3235.210272     30218.534797      1768.256968  0.37  0.22109
    2800000     908.083886  6.222309e-06     31605.725357      1983.385277     29862.994947      1756.107482  0.47  0.22559
    2810000     902.510423  6.059975e-06     30161.853335      1749.523239     28933.386737      1745.756327  0.39  0.22394
    2820000     896.993196  6.244427e-06     29710.388255      2080.999887     28283.020223      1736.170150  0.43  0.22671
    2830000     891.479815  6.090234e-06     28803.903249      1274.720513     29071.420551      1726.173737  0.53  0.21672
    2840000     885.983339  6.160117e-06     31044.664862      2459.904801     29491.639912      1713.106209  0.55  0.21189
    2850000     880.568767  6.246030e-06     30745.776437      2585.047590     29534.534981      1705.084185  0.52  0.21879
    2860000     875.196932  6.249939e-06     28511.476643      1512.962901     29954.362650      1693.437719  0.42  0.22639
    2870000     869.826995  6.187900e-06     31483.748463      1272.188971     30559.234289      1682.515583  0.33  0.21247
    2880000     864.515153  6.174738e-06     30852.253446      3214.481275     29022.602829      1672.671660  0.43  0.22671
    2890000     859.221555  6.203121e-06     31765.500485      3208.075030     29296.903580      1662.667881  0.48  0.22471
    2900000     853.950649  6.232088e-06     30600.345482      1273.259901     30106.478329      1653.510826  0.48  0.22471
    2910000     848.776743  6.065196e-06     26041.268644      3808.519606     29448.297174      1644.733543  0.49  0.22358
    2920000     843.691739  5.569092e-06     32358.115234      3127.035761     30161.066384      1635.895520  0.54  0.21442
    2930000     838.578217  6.095425e-06     30198.527884      1215.630752     29452.732925      1626.050282  0.52  0.21879
    2940000     833.477056  6.026756e-06     30414.247296      2346.887696     28929.495867      1618.472555  0.42  0.22639
    2950000     828.434350  6.113223e-06     29654.049924      2339.520299     28007.469157      1614.528032  0.47  0.22559
    2960000     823.487292  6.085027e-06     31227.660017      3935.742203     27637.691833      1607.759501  0.41  0.22582
    2970000     818.555688  6.039036e-06     25716.397432      3112.096153     28691.940568      1596.369712  0.41  0.22582
    2980000     813.683995  5.824456e-06     28685.536457      1548.128741     29343.844708      1588.590127  0.50  0.22222
    2990000     808.833706  6.003950e-06     29988.642869      1541.194575     28566.870102      1582.887032  0.43  0.22671
    3000000     804.065539  5.889327e-06     27111.611729      2161.573688     27142.927907      1577.199507  0.36  0.21930
    3010000     799.329448  5.991631e-06     26616.110886      2295.906496     28802.910910      1569.375590  0.45  0.22664
    3020000     794.653674  5.795602e-06     29018.846837       804.024214     29413.961893      1564.245835  0.41  0.22582
    3030000     790.078835  5.906437e-06     29368.281227       703.876310     29352.025424      1558.408149  0.41  0.22582
    3040000     785.514612  5.854913e-06     32126.624095      3293.924008     29301.976529      1552.138738  0.49  0.22358
    3050000     781.009132  5.069231e-06     27874.019841      2408.573753     29359.497819      1545.167677  0.42  0.22639
    3060000     776.551914  5.763321e-06     34251.042600      3226.477675     31702.420446      1542.008187  0.52  0.21879
    3070000     772.152054  5.707666e-06     31998.154265      1490.349206     33007.818867      1536.145247  0.47  0.22559
    3080000     767.836219  5.646913e-06     30484.232894      1958.269729     30826.917007      1533.714951  0.39  0.22394
    3090000     763.593705  5.610604e-06     32740.135221      2580.377385     30428.529518      1525.340414  0.44  0.22680
    3100000     759.332935  5.672714e-06     33800.844656      4118.601703     30719.062487      1516.313735  0.50  0.22222
    3110000     755.126876  5.575435e-06     32819.519697      3548.341539     30628.351799      1511.615663  0.51  0.22062
    3120000     750.932869  5.585471e-06     29784.677284       957.934164     30365.802497      1504.670499  0.38  0.22264
    3130000     746.760019  5.600753e-06     30455.728207      1732.756431     30240.261639      1498.427531  0.53  0.21672
    3140000     742.663723  5.382543e-06     26445.990694      2070.114668     28145.280319      1493.339411  0.57  0.20616
    3150000     738.606368  5.552992e-06     28799.098687      1205.527997     28163.646936      1485.328248  0.32  0.20971
    3160000     734.620502  5.029200e-06     28083.958462      1633.737781     26937.175787      1481.302552  0.54  0.21442
    3170000     730.688007  5.375568e-06     27588.477095      1860.194067     27325.775232      1477.535832  0.38  0.22264
    3180000     726.760188  5.518609e-06     28778.580437      1814.423228     27398.014977      1466.714295  0.32  0.20971
    3190000     722.854956  5.439707e-06     32276.007965      3415.614070     29548.978344      1462.019959  0.44  0.22680
    3200000     719.019817  5.412732e-06     30475.953285      3040.951032     29759.038449      1456.667928  0.48  0.22471
    3210000     715.220964  5.369075e-06     30966.581335      3938.612516     29029.688621      1454.656200  0.53  0.21672
    3220000     711.441977  5.368736e-06     26638.142499      2167.462992     28483.075501      1449.056443  0.31  0.20670
    3230000     707.704064  5.266884e-06     30473.736163      2005.890114     28868.848998      1443.784975  0.39  0.22394
    3240000     703.990693  5.289341e-06     29828.663076      1020.155080     29356.009016      1436.482348  0.44  0.22680
    3250000     700.322196  5.268745e-06     27950.499768      1855.994986     28399.331881      1429.306999  0.41  0.22582
    3260000     696.676532  5.217510e-06     31224.273556      2774.435822     28960.200432      1423.765565  0.42  0.22639
    3270000     693.052496  5.072569e-06     27386.000832      1369.095002     27706.263985      1416.873462  0.53  0.21672
    3280000     689.494365  5.205707e-06     25753.098897      2956.920536     27269.975355      1414.517916  0.47  0.22559
    3290000     685.965043  5.184671e-06     26140.400230      1787.726307     26525.145488      1411.446668  0.45  0.22664
    3300000     682.486227  5.171718e-06     26617.491904       696.892280     26866.602814      1406.176939  0.41  0.22582
    3310000     679.013157  5.108458e-06     25962.121741      1585.199679     26475.383263      1401.747348  0.43  0.22671
    3320000     675.568715  5.149874e-06     27910.623325      1233.026910     27337.722685      1392.679310  0.45  0.22664
    3330000     672.140118  4.782545e-06     24254.561951      2907.622200     27100.137964      1386.140055  0.45  0.22664
    3340000     668.735337  5.139423e-06     25981.352599       452.949875     26122.492625      1380.901686  0.36  0.21930
    3350000     665.354936  4.892235e-06     26838.943031      2237.669378     26610.038122      1373.134110  0.49  0.22358
    3360000     661.999118  5.141738e-06     27534.831991      1086.835685     27339.217970      1365.857134  0.47  0.22559
    3370000     658.652678  5.106026e-06     31906.262021      2568.345846     29588.132497      1361.756204  0.45  0.22664
    3380000     655.335833  5.067539e-06     25880.798660      3088.765105     28616.229906      1358.776067  0.45  0.22664
    3390000     652.075333  5.060718e-06     27151.106200      1622.650865     27075.506077      1354.534200  0.35  0.21726
    3400000     648.853226  4.787362e-06     25375.416101      2176.447673     25984.565718      1348.784776  0.39  0.22394
    3410000     645.652841  4.893515e-06     24954.854000      1112.569286     25912.340983      1343.828931  0.43  0.22671
    3420000     642.481169  4.826137e-06     27959.883300      1912.575509     26350.665943      1340.788614  0.41  0.22582
    3430000     639.341713  4.657546e-06     26400.119887      1480.743054     27069.248925      1334.745199  0.48  0.22471
    3440000     636.226717  4.686974e-06     27112.048240      1370.400936     27403.037317      1331.871523  0.37  0.22109
    3450000     633.154120  4.866260e-06     25530.532508      2439.844614     27669.367331      1326.934043  0.52  0.21879
    3460000     630.109752  4.879601e-06     27212.396120      2102.588172     26549.171609      1324.617264  0.58  0.20296
    3470000     627.117907  4.808375e-06     26171.740138      1238.646016     25794.375436      1322.714386  0.54  0.21442
    3480000     624.158749  4.478481e-06     29156.962926      2305.861739     27280.402057      1320.226138  0.52  0.21879
    3490000     621.261120  4.699499e-06     24711.577075      3827.182451     28474.316918      1319.327845  0.42  0.22639
    3500000     618.393519  4.650870e-06     26241.064498      1019.113603     27125.794431      1317.122060  0.56  0.20914
    3510000     615.552166  4.633670e-06     29098.315893      2401.915751     26935.818772      1311.277141  0.49  0.22358
    3520000     612.744479  4.576734e-06     26534.541744      1517.275895     25822.964606      1307.289821  0.47  0.22559
    3530000     609.961779  4.599355e-06     25002.853055       703.999157     25149.895936      1304.494971  0.47  0.22559
    3540000     607.208651  4.594068e-06     27133.947702      1715.565573     27424.791592      1301.891797  0.58  0.20296
    3550000     604.467812  4.504386e-06     28665.926825      1901.010743     27571.953300      1296.519438  0.37  0.22109
    3560000     601.760852  4.228857e-06     27421.225004       967.829748     27370.126513      1291.684894  0.47  0.22559
    3570000     599.099310  4.372837e-06     23050.530869      3064.217877     25990.779408      1288.066306  0.30  0.20346
    3580000     596.415266  4.550904e-06     26427.179498      1348.945486     25483.187789      1282.758919  0.34  0.21499
    3590000     593.761206  4.485638e-06     26275.173056      1313.867203     26575.407314      1278.573109  0.41  0.22582
    3600000     591.116560  4.296350e-06     25330.901009       298.588308     25228.569904      1273.501893  0.40  0.22500
    3610000     588.492538  4.499249e-06     25113.154410       986.368280     25627.235618      1269.022465  0.49  0.22358
    3620000     585.892571  4.501607e-06     28420.840390      2279.622091     26396.625366      1265.221658  0.48  0.22471
    3630000     583.310801  4.486483e-06     27723.680744      1375.094538     26495.627389      1261.316932  0.49  0.22358
    3640000     580.737970  4.394996e-06     26554.287216      1903.321577     26812.852511      1255.872790  0.43  0.22671
    3650000     578.198673  4.452159e-06     23479.879648      2515.989999     25376.308111      1253.356979  0.49  0.22358
    3660000     575.686939  4.413508e-06     22337.631035       534.590074     22436.512148      1250.473126  0.46  0.22624
    3670000     573.192626  4.326601e-06     22834.857232      1965.563478     21271.669323      1246.055594  0.55  0.21189
    3680000     570.724558  4.288059e-06     26065.691181      3659.616061     22561.770164      1244.426734  0.41  0.22582
    3690000     568.296869  4.245954e-06     26120.149873      1712.208024     24702.744009      1243.948322  0.40  0.22500
    3700000     565.940040  3.874993e-06     19909.334968      2053.881925     21185.812431      1244.813101  0.45  0.22664
    3710000     563.590056  4.235774e-06     19575.075626      1416.709968     19705.328331      1242.262293  0.34  0.21499
    3720000     561.283348  4.159597e-06     15744.126798       573.501733     15336.822563      1243.799350  0.35  0.21726
    3730000     559.024809  4.070439e-06     19073.252806      3464.584646     15957.535317      1241.030631  0.55  0.21189
    3740000     556.799100  4.049759e-06     19281.182173      1184.192295     18360.379660      1240.531902  0.49  0.22358
    3750000     554.549834  4.038598e-06     18659.149094       890.849570     19024.421989      1234.219404  0.47  0.22559
    3760000     552.302554  4.060523e-06     23343.487336      2982.548324     20443.726491      1229.489025  0.50  0.22222
